Pred	Succ	NYT	Encycl	Brown	Web	Usenet
+	"	2	18	0	4173	421
+	#	0	21	0	4	438
+	$	0	15	0	176	1242
+	%	0	14	0	61	476
+	&	0	12	0	0	47
+	'	1	14	0	2054	293
+	(	0	11	0	680	144
+	)	9	17	0	772	424
+	*	0	21	0	6	129
+	+	4	17	0	7204	46657
+	,	16	16	0	582	311
+	-	0	15	0	1368	3940
+	.	16	21	0	448	424
+	/	2	25	0	551	1458
+	0	54	10	0	1469	11656
+	1	21	91	0	3880	5896
+	2	11	22	0	990	1445
+	3	8	13	0	1008	1171
+	4	6	24	0	1364	1428
+	5	3	17	0	271	1157
+	6	5	14	0	218	1596
+	7	5	26	0	130	989
+	8	2	14	0	175	396
+	9	1	21	0	214	203
+	:	0	18	0	42	340
+	;	0	7	0	285	270
+	<	0	11	0	0	85
+	=	0	12	0	3599	1956
+	>	0	11	0	0	0
+	?	0	18	0	111	46
+	@	0	10	0	89	128
+	A	0	28	0	83	13065
+	B	0	34	0	109	554
+	C	0	22	0	289	670
+	D	0	22	0	184	354
+	E	0	21	0	102	1225
+	F	0	25	0	213	427
+	G	0	9	0	156	255
+	H	0	17	0	176	311
+	I	0	34	0	155	371
+	J	1	15	0	79	228
+	K	0	21	0	52	156
+	L	0	15	0	133	379
+	M	1	18	0	171	780
+	N	0	20	0	235	358
+	O	0	15	0	105	262
+	P	1	19	0	149	450
+	Q	0	10	0	28	125
+	R	0	9	0	74	370
+	S	1	26	0	279	840
+	T	2	43	0	152	554
+	U	0	29	0	45	211
+	V	0	24	0	65	259
+	W	0	71	0	52	304
+	X	0	17	0	57	615
+	Y	0	19	0	79	165
+	Z	0	18	0	35	205
+	[	0	14	0	20	30
+	\	0	23	0	21	104
+	]	0	19	0	600	72
+	^	0	30	0	0	19
+	_	0	40	0	212	249
+	`	0	15	0	4	13
+	a	1	8	0	336	496
+	b	0	11	0	227	362
+	c	0	22	0	333	551
+	d	0	15	0	356	293
+	e	0	21	0	210	197
+	f	0	15	0	256	241
+	g	0	15	0	600	660
+	h	0	18	0	222	228
+	i	0	19	0	313	638
+	j	0	17	0	93	103
+	k	0	18	0	34	109
+	l	0	20	0	157	152
+	m	0	21	0	435	295
+	n	0	23	0	280	289
+	o	0	10	0	164	397
+	p	0	9	0	476	499
+	q	0	16	0	83	118
+	r	0	11	0	155	213
+	s	0	14	0	709	689
+	t	1	9	0	1314	476
+	u	0	12	0	598	147
+	v	0	13	0	48	156
+	w	0	12	0	254	272
+	x	0	8	0	447	81
+	y	0	12	0	121	93
+	z	0	16	0	53	76
+	{	0	19	0	4	2
+	|	0	16	0	41	305
+	}	0	20	0	94	53
+	~	0	14	0	1	411
,	!	0	17	0	30	356
,	"	58198	24	0	41418	63420
,	#	0	23	0	41	1095
,	$	1	11	0	297	665
,	%	1	12	0	445	131
,	&	0	7	0	0	770
,	'	959	16	0	24095	9219
,	(	1	10	0	452	1103
,	)	6	7	0	254	452
,	*	8	24	0	84	242
,	+	0	19	0	36	651
,	,	20	12	0	1077	11348
,	-	7	21	0	641	1265
,	.	4	27	0	827	2268
,	/	4	15	0	53	180
,	0	53061	7120	191	22741	89904
,	1	6916	934	6	17630	7581
,	2	7125	1064	6	8557	5634
,	3	6602	936	8	4556	4755
,	4	6549	944	11	3678	3284
,	5	7340	1167	21	5079	6789
,	6	6365	904	3	2606	3138
,	7	6349	858	8	2521	2583
,	8	6193	873	9	2660	2764
,	9	5970	711	3	3087	4854
,	:	0	13	0	71	328
,	;	6	9	0	68	237
,	<	0	8	0	0	2960
,	=	0	9	0	18	3683
,	>	0	11	0	277	0
,	?	0	10	0	45	237
,	@	0	12	0	31	195
,	A	0	36	0	3225	2041
,	B	2	19	0	1223	1051
,	C	4	21	0	2060	1406
,	D	5	12	0	1741	743
,	E	0	15	0	1494	544
,	F	4	16	0	1145	551
,	G	0	8	0	923	1014
,	H	0	17	0	3775	2081
,	I	1	21	0	2375	1145
,	J	1	14	0	903	248
,	K	0	11	0	457	211
,	L	1	11	0	923	342
,	M	5	21	0	1963	1667
,	N	11	21	0	1517	904
,	O	1	10	0	600	485
,	P	2	17	0	1717	822
,	Q	0	12	0	50	63
,	R	0	14	0	1061	282
,	S	0	20	0	3077	1205
,	T	0	71	0	1470	872
,	U	0	15	0	721	1103
,	V	0	19	0	288	266
,	W	2	16	0	1093	357
,	X	0	23	0	114	64
,	Y	0	13	0	124	284
,	Z	0	14	0	48	48
,	[	0	27	0	1964	238
,	\	0	13	0	28	73
,	]	1	16	0	405	238
,	^	0	14	0	4	134
,	_	0	19	0	540	1406
,	`	0	19	0	76	168
,	a	12	12	0	17444	8574
,	b	6	13	0	4087	1944
,	c	1	21	0	4047	1053
,	d	1	5	0	3095	817
,	e	1	18	0	2873	738
,	f	3	17	0	2717	512
,	g	0	20	0	921	653
,	h	0	13	0	5193	2270
,	i	13	22	0	5821	1609
,	j	1	17	0	756	210
,	k	1	16	0	466	111
,	l	2	14	0	3066	1290
,	m	0	12	0	2928	1285
,	n	0	18	0	1824	711
,	o	0	7	0	3030	1558
,	p	4	12	0	11340	988
,	q	0	9	0	188	37
,	r	3	12	0	3448	1293
,	s	6	17	0	13422	5681
,	t	12	9	0	13311	3436
,	u	0	17	0	1446	566
,	v	1	15	0	2488	459
,	w	4	14	0	8376	2287
,	x	0	9	0	585	131
,	y	1	9	0	811	559
,	z	0	14	0	108	135
,	{	0	14	0	53	6
,	|	0	8	0	6	148
,	}	0	13	0	7	2
,	~	0	6	0	13	30
-	!	0	7	0	705	518
-	"	54	18	0	853	2708
-	#	0	11	0	86	490
-	$	38	13	0	491	1378
-	%	0	16	0	129	194
-	&	0	16	0	0	758
-	'	60	16	4	470	1577
-	(	2	13	0	883	2493
-	)	5	109	0	1916	24800
-	*	2	17	0	274	2673
-	+	0	24	0	1000	3365
-	,	60	89	0	3477	967
-	-	39498	783	965	447287	6609631
-	.	10	18	0	558	4055
-	/	1	14	0	904	4006
-	0	1554	12	6	41258	52625
-	1	4960	933	51	109021	59939
-	2	2745	254	15	70387	36286
-	3	1979	45	20	29757	16526
-	4	1827	66	15	44903	13439
-	5	1634	59	23	24621	11169
-	6	1680	54	12	21878	9606
-	7	1464	39	9	19200	8457
-	8	1318	44	3	25158	20189
-	9	1359	28	2	19580	8556
-	:	0	15	16	200	931
-	;	1	13	0	334	184
-	<	1	11	0	0	3377
-	=	1	7	0	474	35919
-	>	0	10	0	34748	0
-	?	1	8	0	75	204
-	@	0	9	0	13	397
-	A	3728	871	20	25824	22199
-	B	1197	490	16	10134	17814
-	C	1822	845	38	21459	18122
-	D	763	354	11	14506	12030
-	E	777	234	8	6823	14317
-	F	860	302	12	10842	9710
-	G	670	371	9	5440	4965
-	H	816	543	15	6715	6685
-	I	2535	260	7	9539	13801
-	J	689	322	5	7099	10067
-	K	591	157	6	2919	2931
-	L	969	420	11	11745	10476
-	M	1589	545	25	18483	16287
-	N	1777	213	7	7840	6765
-	O	555	107	6	5139	5383
-	P	1583	662	29	9444	13373
-	Q	157	38	0	813	3242
-	R	855	320	7	10910	9244
-	S	2312	795	50	20178	20344
-	T	2816	389	23	12686	32557
-	U	363	84	0	4973	4967
-	V	158	111	3	3219	2152
-	W	790	294	26	6938	7925
-	X	8	26	0	818	455
-	Y	328	65	3	1451	1011
-	Z	52	33	1	2858	727
-	[	1	26	0	131	659
-	\	0	9	0	43	378
-	]	0	19	0	322	847
-	^	0	19	0	8	87
-	_	0	19	0	70	523
-	`	0	11	0	21	88
-	a	7135	1379	110	29329	38487
-	b	7247	1912	109	31843	39063
-	c	10089	4541	158	40105	45279
-	d	5836	2043	104	32220	38400
-	e	4538	1000	73	18518	29600
-	f	7008	1828	139	34807	43904
-	g	2882	1450	58	9797	15037
-	h	4500	1014	91	11849	18729
-	i	4440	922	115	24118	25340
-	j	338	87	7	1694	3608
-	k	1060	1020	26	3104	5632
-	l	4576	3523	107	30141	30939
-	m	6613	2065	114	43651	40736
-	n	2041	290	26	9539	18370
-	o	10418	1334	157	24889	31689
-	p	7137	2504	129	26440	42098
-	q	1032	162	9	1949	1663
-	r	6390	1726	89	25477	23751
-	s	11108	4538	258	74527	59794
-	t	11091	2427	192	41462	47343
-	u	1739	298	39	9236	13593
-	v	779	292	9	6425	8020
-	w	3417	1209	77	23354	33763
-	x	3	14	0	2436	811
-	y	9825	974	76	7631	9632
-	z	47	28	1	740	1026
-	{	0	14	0	28	766
-	|	0	8	0	1311	3494
-	}	0	15	0	26	112
-	~	0	12	0	25	1385
.	!	4	21	0	92	1565
.	"	51014	16	0	83850	180651
.	#	0	25	0	206	394
.	$	3	21	0	318	434
.	%	4	16	0	2271	233
.	&	540	20	0	0	5325
.	'	2961	19	1	9284	11803
.	(	96	18	0	3299	3021
.	)	3073	5579	0	26442	38008
.	*	12	37	0	1206	2142
.	+	0	29	0	102	515
.	,	15898	3302	0	70014	22531
.	-	860	34	1	4677	5769
.	.	304	11183	0	327628	1476532
.	/	71	18	0	7428	2679
.	0	4825	490	27	245566	90336
.	1	4975	441	31	165254	86271
.	2	5249	552	24	132254	61269
.	3	4413	543	32	65293	38453
.	4	3958	511	7	29511	35410
.	5	6835	893	30	30933	36229
.	6	4032	623	3	22920	28253
.	7	4100	471	4	19663	22918
.	8	4024	503	6	22581	20918
.	9	4942	345	4	25602	23267
.	:	237	46	0	3714	4734
.	;	1115	224	0	9725	1448
.	<	2	19	0	0	13782
.	=	0	11	0	121	7273
.	>	0	10	0	1539	0
.	?	46	9	0	505	3957
.	@	0	12	0	21	186
.	A	4721	271	11	25280	11206
.	B	1902	240	2	8467	6116
.	C	3440	900	31	64999	19682
.	D	1380	256	7	22896	10718
.	E	601	238	1	24606	6123
.	F	966	119	2	10610	3778
.	G	404	131	0	7389	3106
.	H	732	406	0	6392	3685
.	I	3153	118	4	16492	16518
.	J	2195	318	1	5193	5196
.	K	534	81	1	4472	2104
.	L	1493	154	1	12292	5022
.	M	9276	261	15	14713	3692
.	N	641	80	16	8352	11495
.	O	722	52	1	9954	4192
.	P	787	263	4	10914	4034
.	Q	21	9	1	982	328
.	R	761	230	4	12292	4328
.	S	3436	752	66	89939	66987
.	T	998	130	0	24712	8649
.	U	255	30	2	4532	1100
.	V	695	54	0	2637	1053
.	W	306	215	0	11072	4010
.	X	2	18	0	496	286
.	Y	1808	384	11	2808	2094
.	Z	6	23	0	741	221
.	[	5	14	0	10048	823
.	\	0	20	0	646	390
.	]	1919	29	0	3146	7035
.	^	0	14	0	29	614
.	_	0	17	0	519	1819
.	`	0	15	0	86	83
.	a	40	14	0	42236	116701
.	b	30	18	0	12956	46227
.	c	2	30	0	99569	724752
.	d	2	22	0	31034	61432
.	e	18	20	10	65658	62858
.	f	0	18	0	13929	55465
.	g	10	20	4	60865	95231
.	h	47	8	2	111008	126170
.	i	20	15	0	26686	45056
.	j	0	18	0	23748	15664
.	k	5	17	0	9940	7375
.	l	8	17	0	30875	18366
.	m	27	24	34	35638	44383
.	n	0	22	0	59677	265115
.	o	9	11	0	93094	98364
.	p	103	14	2	27437	60179
.	q	0	13	0	2622	1344
.	r	34	16	0	10558	44100
.	s	6	20	0	68895	82597
.	t	3	20	0	23267	49241
.	u	6	22	0	25945	66314
.	v	25	20	0	12450	15524
.	w	1	28	0	94430	44696
.	x	3	30	0	4685	4460
.	y	2	14	0	1578	12165
.	z	0	19	0	1540	6001
.	{	0	13	0	32	38
.	|	0	11	0	69	92
.	}	0	8	0	188	161
.	~	0	9	0	36	267
/	!	0	8	0	20	213
/	"	82	17	0	3677	5783
/	#	0	12	0	325	251
/	$	0	12	0	334	857
/	%	0	9	0	334	654
/	&	0	4	0	0	288
/	'	1	13	0	1098	855
/	(	0	11	0	222	677
/	)	0	13	0	867	610
/	*	28	14	0	3408	809
/	+	0	12	0	67	260
/	,	0	8	0	292	407
/	-	1	11	0	6048	2594
/	.	2	12	0	3054	2218
/	/	24	13	0	112512	311652
/	0	1	4	0	56819	61879
/	1	96	83	7	75080	193272
/	2	1590	28	47	58126	108443
/	3	505	28	3	10004	15297
/	4	893	21	26	4599	11884
/	5	38	20	1	4102	4875
/	6	19	13	3	3263	5731
/	7	5	17	0	2969	6506
/	8	595	26	14	5759	5338
/	9	90	19	0	11192	8582
/	:	0	7	0	123	449
/	;	0	14	0	352	157
/	<	0	14	0	0	2315
/	=	0	12	0	24	2046
/	>	0	11	0	326	0
/	?	0	12	0	288	1978
/	@	0	11	0	81	266
/	A	172	23	0	59781	28058
/	B	99	11	0	4050	12634
/	C	185	28	0	10750	9441
/	D	186	12	0	8241	24643
/	E	95	10	0	38544	5233
/	F	98	21	0	8497	30514
/	G	63	25	0	10058	3128
/	H	57	22	0	25233	8333
/	I	52	17	0	6432	5353
/	J	33	38	0	3524	1652
/	K	25	10	0	2585	980
/	L	72	23	0	7596	3709
/	M	186	19	0	26367	6048
/	N	173	18	0	5444	7107
/	O	105	8	0	4718	4602
/	P	100	25	0	10711	14826
/	Q	2	7	0	453	504
/	R	127	16	0	6812	5350
/	S	186	40	0	16054	18554
/	T	1478	14	0	13102	19585
/	U	65	12	0	2375	3282
/	V	24	10	0	2078	1627
/	W	50	18	0	4877	7551
/	X	16	16	0	2880	821
/	Y	12	16	0	330	505
/	Z	6	11	0	424	342
/	[	0	10	0	119	52
/	\	0	8	0	165	4467
/	]	0	13	0	51	61
/	^	0	11	0	49	178
/	_	0	17	0	308	4353
/	`	0	12	0	22	137
/	a	42	11	0	21193	64496
/	b	11	15	0	13710	25662
/	c	12	18	3	47150	52820
/	d	15	12	1	19520	28096
/	e	7	14	0	11922	26912
/	f	18	21	0	11742	32150
/	g	5	20	0	19282	36046
/	h	11	12	0	41293	29959
/	i	3	20	0	114343	35302
/	j	2	20	0	3649	6517
/	k	1	13	0	2899	3918
/	l	4	13	0	10267	12926
/	m	12	15	0	24117	37441
/	n	8	18	0	10383	35446
/	o	44	25	12	17527	19910
/	p	12	9	0	82534	40863
/	q	0	7	0	828	1706
/	r	7	19	0	12666	16241
/	s	17	34	0	29250	57615
/	t	11	220	0	62511	50759
/	u	1	9	3	4541	8511
/	v	3	7	0	4866	6534
/	w	30	17	0	66450	215695
/	x	0	12	0	6870	1299
/	y	5	11	0	759	1650
/	z	0	18	0	286	1527
/	{	0	15	0	28	6
/	|	0	13	0	35	635
/	}	0	16	0	205	13
/	~	0	23	0	3047	9417
0	!	7	15	0	139	1563
0	"	153	20	0	8486	27525
0	#	0	7	0	41	587
0	$	4	11	0	95	16508
0	%	286	71	9	13505	22616
0	&	2	12	0	0	5574
0	'	6284	35	16	2805	11131
0	(	0	11	0	5441	467
0	)	1521	2886	0	235071	10217
0	*	7	21	0	380	681
0	+	7	19	0	970	2940
0	,	27289	5816	103	70235	99077
0	-	7495	925	76	39845	24780
0	.	10719	4476	37	277643	78504
0	/	92	16	0	51285	37572
0	0	192597	25366	601	756875	827967
0	1	25642	1236	16	189348	134002
0	2	22743	1211	15	172690	174342
0	3	20942	1034	14	167592	257310
0	4	7646	1045	6	61275	90078
0	5	8734	1119	23	51995	67194
0	6	7700	1045	23	69031	53778
0	7	7610	1002	8	46431	54478
0	8	7947	886	6	57650	66184
0	9	11756	997	6	61888	53068
0	:	356	603	1	17185	32403
0	;	469	353	0	29977	4917
0	<	0	11	0	0	3478
0	=	0	13	0	139	17654
0	>	3	4	0	111	0
0	?	23	168	0	304	1283
0	@	0	14	0	223	24766
0	A	19	24	0	1557	4639
0	B	4	10	0	653	4943
0	C	6	30	0	1625	3513
0	D	5	20	0	550	3303
0	E	5	7	0	557	4333
0	F	1	25	0	1255	3259
0	G	3	10	0	186	484
0	H	5	23	0	166	1172
0	I	1	19	0	414	696
0	J	2	15	0	162	535
0	K	10	10	0	798	1373
0	L	4	15	0	418	995
0	M	10	11	0	931	999
0	N	28	6	0	346	826
0	O	2	11	0	290	280
0	P	3	13	0	761	796
0	Q	0	12	0	90	190
0	R	2	11	0	406	745
0	S	4	30	0	778	1013
0	T	69	31	2	991	881
0	U	3	15	0	265	999
0	V	0	15	0	278	786
0	W	2	17	0	372	920
0	X	0	13	0	172	563
0	Y	1	14	1	87	289
0	Z	0	15	0	923	284
0	[	2	9	0	153	80
0	\	0	11	0	26	579
0	]	1	20	0	9622	1407
0	^	0	12	0	58	591
0	_	0	16	0	19643	7577
0	`	0	9	0	44	425
0	a	2	28	0	1790	5899
0	b	1	14	0	836	5708
0	c	0	32	0	845	9837
0	d	0	11	0	585	4520
0	e	1	26	0	1129	4051
0	f	5	21	0	511	5610
0	g	0	11	0	120	2746
0	h	0	21	0	207	1765
0	i	5	29	0	716	5035
0	j	0	16	0	68	1655
0	k	9	21	0	968	3728
0	l	2	16	0	192	2623
0	m	18	21	0	711	6811
0	n	0	15	0	345	2795
0	o	0	22	0	1156	2045
0	p	1	20	0	41997	10316
0	q	0	10	0	65	1347
0	r	4	15	0	400	2423
0	s	162	5844	10	4121	14221
0	t	1604	2055	17	5317	8023
0	u	0	11	0	79	1569
0	v	1	8	0	191	2148
0	w	1	22	0	190	700
0	x	1	27	0	1519	2355
0	y	0	16	0	126	657
0	z	0	15	0	37	188
0	{	0	10	0	11	13
0	|	0	8	0	496	42
0	}	0	15	0	1502	76
0	~	0	9	0	6	145
1	!	13	11	0	91	794
1	"	53	21	0	3540	18768
1	#	0	22	0	169	307
1	$	0	12	0	71	10307
1	%	160	61	1	7924	3759
1	&	1	12	0	0	6036
1	'	68	20	3	1638	2093
1	(	10	16	0	9420	1229
1	)	1458	2355	0	58799	16861
1	*	2	21	0	317	199
1	+	10	17	0	647	889
1	,	20943	5716	33	54261	70433
1	-	3748	132	36	47397	20511
1	.	12378	3250	29	148210	98760
1	/	2384	60	80	47829	63816
1	0	33735	6253	183	228673	217177
1	1	21486	3232	59	197856	145828
1	2	34233	4709	89	156909	143502
1	3	34979	3590	54	112296	96565
1	4	22837	4872	57	113279	85293
1	5	21084	6726	89	124394	95309
1	6	43406	7127	61	93802	85486
1	7	15453	10917	66	104912	87537
1	8	42077	29876	99	106466	96759
1	9	104551	59644	415	402488	303940
1	:	1091	507	3	22690	32182
1	;	168	145	0	5747	2685
1	<	0	8	0	0	2210
1	=	0	10	0	737	2153
1	>	2	5	0	26	0
1	?	13	38	0	213	1278
1	@	0	6	0	706	55600
1	A	19	19	0	1058	3165
1	B	19	16	0	1073	2841
1	C	9	13	0	1643	9220
1	D	9	8	0	506	2820
1	E	4	14	0	370	2579
1	F	9	14	0	947	2881
1	G	2	12	0	189	371
1	H	7	15	0	194	712
1	I	9	35	0	232	466
1	J	7	20	0	170	402
1	K	4	11	0	455	566
1	L	5	12	0	538	383
1	M	10	16	0	645	379
1	N	16	13	0	325	671
1	O	3	12	0	147	494
1	P	10	19	0	490	415
1	Q	0	12	0	166	219
1	R	6	21	0	346	408
1	S	8	23	0	805	708
1	T	55	27	0	893	972
1	U	5	13	0	411	268
1	V	3	24	0	243	424
1	W	3	15	0	260	365
1	X	1	15	0	108	224
1	Y	2	14	0	97	333
1	Z	0	11	0	68	240
1	[	0	15	0	658	262
1	\	0	12	0	101	693
1	]	13	33	0	10905	2726
1	^	0	14	0	2	150
1	_	0	21	0	22643	3687
1	`	0	15	0	5	27
1	a	13	23	0	4879	5902
1	b	3	20	1	901	5233
1	c	3	15	0	691	4908
1	d	1	17	0	417	4411
1	e	6	13	0	876	4280
1	f	4	17	0	216	4582
1	g	0	21	0	115	1478
1	h	0	16	0	196	1878
1	i	0	30	0	334	1546
1	j	0	21	0	65	1486
1	k	0	13	0	1221	2071
1	l	0	14	0	158	1657
1	m	1	13	0	367	2066
1	n	0	10	0	159	1901
1	o	1	12	0	1117	2200
1	p	0	9	0	32824	2806
1	q	0	9	0	143	1518
1	r	0	9	0	366	2486
1	s	440	321	9	5916	15785
1	t	258	215	2	23605	4320
1	u	0	19	0	77	1707
1	v	0	10	0	190	2345
1	w	1	21	0	137	337
1	x	1	15	0	312	626
1	y	2	13	0	71	229
1	z	0	18	0	54	143
1	{	0	12	0	90	0
1	|	0	15	0	223	95
1	}	0	11	0	227	67
1	~	0	12	0	10	45
2	!	20	20	0	82	523
2	"	66	29	0	2415	11034
2	#	0	26	0	42	169
2	$	2	18	0	54	9770
2	%	157	70	1	10524	3229
2	&	2	16	0	0	5819
2	'	53	29	18	1431	2084
2	(	3	22	0	9468	589
2	)	2534	2286	0	55079	19699
2	*	7	22	0	210	248
2	+	2	33	0	869	724
2	,	17068	4347	29	42908	27194
2	-	4758	327	53	43920	21436
2	.	8596	3040	14	113639	83082
2	/	124	23	3	39583	64959
2	0	92301	7529	113	492673	485901
2	1	18348	2422	40	93141	94952
2	2	17083	2234	40	86853	83773
2	3	13649	2019	28	87122	69049
2	4	13840	2156	39	72662	64739
2	5	18431	3134	84	75971	86901
2	6	10819	1830	34	64949	61909
2	7	9843	1945	34	61137	54497
2	8	10348	1948	40	60547	54479
2	9	12594	2029	19	57690	58275
2	:	714	418	103	21657	30902
2	;	312	122	0	5455	1774
2	<	1	6	0	0	6080
2	=	0	7	0	493	3930
2	>	3	9	0	241	0
2	?	21	53	0	145	788
2	@	0	10	0	402	26501
2	A	19	22	0	1170	3556
2	B	8	17	0	7093	4099
2	C	6	17	1	2587	3866
2	D	17	9	0	1469	4929
2	E	2	18	0	3416	4246
2	F	6	20	0	1365	5951
2	G	3	25	0	473	580
2	H	4	33	0	319	831
2	I	4	23	0	325	948
2	J	3	13	0	177	550
2	K	2	14	0	1098	751
2	L	7	13	0	592	538
2	M	22	17	0	741	830
2	N	21	15	0	510	1111
2	O	5	9	0	318	1036
2	P	8	20	0	734	1406
2	Q	0	8	0	115	400
2	R	6	13	0	305	463
2	S	6	19	0	703	1607
2	T	67	43	0	773	906
2	U	4	15	0	424	465
2	V	3	14	0	417	591
2	W	2	10	0	329	792
2	X	0	17	0	130	178
2	Y	2	10	0	120	586
2	Z	1	12	0	132	285
2	[	0	14	0	502	64
2	\	0	14	0	41	805
2	]	19	29	0	9364	1728
2	^	0	7	0	42	201
2	_	0	14	0	19145	2040
2	`	0	15	0	3	48
2	a	0	23	0	895	6542
2	b	21	23	0	4175	6499
2	c	1	22	0	436	5193
2	d	519	12	3	47448	5393
2	e	1	16	0	636	4662
2	f	0	13	0	370	4222
2	g	0	15	0	115	1861
2	h	0	19	0	417	1812
2	i	0	28	0	288	1911
2	j	0	19	0	46	1869
2	k	1	18	0	1692	2845
2	l	0	12	0	240	1610
2	m	12	19	0	751	2232
2	n	28	372	5	3731	8475
2	o	1	10	0	1625	1519
2	p	0	6	0	8218	3853
2	q	0	13	0	202	1353
2	r	2	13	0	519	1803
2	s	5	26	1	544	3282
2	t	232	268	0	1152	3694
2	u	0	15	0	54	1574
2	v	0	15	0	116	2707
2	w	14	14	0	159	1147
2	x	0	16	0	339	1013
2	y	0	13	0	70	531
2	z	0	18	0	33	237
2	{	0	16	0	106	8
2	|	0	11	0	169	23
2	}	0	16	0	258	191
2	~	0	11	0	9	76
3	!	31	15	0	226	601
3	"	27	19	0	2083	5530
3	#	0	11	0	38	140
3	$	0	17	0	305	11492
3	%	165	55	0	8067	3903
3	&	0	7	0	0	2872
3	'	22	18	2	998	2190
3	(	3	15	0	5559	514
3	)	893	2389	0	39736	13061
3	*	0	17	0	97	240
3	+	2	18	0	483	832
3	,	13840	3512	14	38995	25586
3	-	4290	173	38	58167	16158
3	.	8033	2665	19	114603	67540
3	/	647	12	14	27998	49886
3	0	21916	4900	133	92466	131940
3	1	15218	1593	40	56663	58029
3	2	11428	1748	23	52062	52594
3	3	7823	1732	21	52395	48149
3	4	7846	1308	22	66435	39319
3	5	10112	1911	49	107222	46823
3	6	8301	1746	33	65687	38168
3	7	8453	1506	25	45869	39767
3	8	8185	1475	15	43593	37579
3	9	9499	1493	10	42693	36684
3	:	361	461	2	16707	27206
3	;	131	129	0	4155	1529
3	<	0	12	0	0	1773
3	=	0	13	0	151	4038
3	>	3	11	0	8	0
3	?	16	46	0	240	1356
3	@	0	18	0	476	24649
3	A	14	11	0	2201	4240
3	B	7	15	0	4657	3263
3	C	10	21	0	20757	5507
3	D	32	12	0	5454	557623
3	E	4	9	0	1012	24294
3	F	5	16	0	860	3791
3	G	2	10	0	234	1028
3	H	4	14	0	177	399
3	I	2	13	0	347	402
3	J	1	9	0	253	631
3	K	1	10	0	409	305
3	L	5	16	0	386	252
3	M	17	17	0	841	2435
3	N	24	15	0	430	597
3	O	4	17	0	125	225
3	P	7	13	0	4311	357
3	Q	0	8	0	113	446
3	R	5	12	0	280	394
3	S	6	14	0	519	528
3	T	64	23	0	817	634
3	U	3	6	0	236	249
3	V	2	17	0	256	277
3	W	2	14	0	176	448
3	X	0	17	0	116	570
3	Y	3	11	0	52	351
3	Z	0	15	0	68	256
3	[	0	11	0	353	56
3	\	0	12	0	20	156
3	]	13	26	0	8818	1477
3	^	0	7	0	61	143
3	_	0	19	0	18593	1963
3	`	0	23	0	6	26
3	a	0	10	0	791	6813
3	b	3	25	0	578	4425
3	c	2	19	0	4627	5302
3	d	852	18	7	27860	10221
3	e	1	13	0	322	19389
3	f	0	13	0	218	4261
3	g	0	8	0	77	1688
3	h	0	14	0	122	1677
3	i	0	26	0	153	1469
3	j	0	29	0	66	1414
3	k	0	22	0	753	1637
3	l	0	14	0	91	1655
3	m	9	11	0	326	1898
3	n	0	16	0	184	2538
3	o	1	16	0	911	1383
3	p	0	11	0	35887	2155
3	q	0	9	0	94	1394
3	r	18	328	5	3571	6861
3	s	0	12	0	362	1972
3	t	212	339	1	873	3562
3	u	0	11	0	71	1346
3	v	0	9	0	72	2718
3	w	12	19	0	77	468
3	x	1	19	0	247	1538
3	y	0	12	0	42	327
3	z	0	16	0	41	158
3	{	0	13	0	50	5
3	|	0	16	0	280	27
3	}	0	8	0	201	65
3	~	0	14	0	0	46
4	!	53	19	0	35	284
4	"	6	66	0	1525	6364
4	#	0	381	0	26	108
4	$	0	13	0	50	9745
4	%	137	53	1	6404	2181
4	&	0	19	0	0	2289
4	'	26	51	20	892	1657
4	(	0	14	0	5910	314
4	)	933	2289	0	28526	8374
4	*	1	27	0	98	157
4	+	2	22	0	288	456
4	,	12875	3431	16	35073	17579
4	-	3845	319	33	28914	24382
4	.	6433	2671	13	81835	63059
4	/	63	27	1	43461	35225
4	0	12904	4075	75	73220	82049
4	1	7079	1453	13	59686	45884
4	2	7239	1480	26	51868	39600
4	3	6930	1311	15	109962	37312
4	4	7136	1577	24	58839	39319
4	5	8548	2450	35	59054	41615
4	6	6808	1574	20	106454	35533
4	7	6855	1590	14	76146	33482
4	8	7006	2373	13	56190	35134
4	9	9408	2255	19	43407	34252
4	:	409	443	6	13612	21935
4	;	141	135	0	3774	1551
4	<	0	10	0	0	989
4	=	3	28	0	183	14200
4	>	0	19	0	13	0
4	?	17	60	0	182	457
4	@	0	55	0	177	18381
4	A	14	24	0	1047	3385
4	B	6	23	0	1454	2437
4	C	4	188	1	609	2714
4	D	10	8	0	434	2546
4	E	2	24	0	294	2440
4	F	8	42	0	1077	2643
4	G	3	12	0	146	403
4	H	6	15	0	124	231
4	I	2	25	0	305	260
4	J	3	43	0	147	548
4	K	2	13	0	820	374
4	L	3	21	0	367	355
4	M	7	15	0	522	368
4	N	22	14	0	338	541
4	O	4	21	0	96	228
4	P	4	138	0	586	779
4	Q	0	604	0	45	221
4	R	3	11315	0	164	239
4	S	5	15982	0	566	450
4	T	68	31	0	561	487
4	U	4	20	0	243	646
4	V	2	12	0	232	505
4	W	0	12331	0	298	448
4	X	2	16	0	137	431
4	Y	4	18	0	78	302
4	Z	2	26	0	68	271
4	[	0	38	0	346	75
4	\	0	14	0	43	96
4	]	1	21	0	5230	1146
4	^	0	10129	0	72	168
4	_	0	26	0	12579	1303
4	`	0	13	0	11	175
